Command line
Loss = 8.5672e-02, PNorm = 1539.9444, GNorm = 1.4759, lr_0 = 2.1108e-04
Loss = 5.2617e-02, PNorm = 1539.9512, GNorm = 0.3289, lr_0 = 2.1106e-04
Loss = 1.1413e-01, PNorm = 1539.9568, GNorm = 1.5671, lr_0 = 2.1104e-04
Loss = 8.6595e-02, PNorm = 1539.9620, GNorm = 0.9933, lr_0 = 2.1103e-04
Loss = 6.7727e-02, PNorm = 1539.9669, GNorm = 0.3989, lr_0 = 2.1101e-04
Loss = 9.4656e-02, PNorm = 1539.9714, GNorm = 0.1938, lr_0 = 2.1099e-04
Loss = 8.8303e-02, PNorm = 1539.9755, GNorm = 0.3401, lr_0 = 2.1097e-04
Loss = 1.2414e-01, PNorm = 1539.9793, GNorm = 0.7431, lr_0 = 2.1095e-04
Loss = 9.4715e-02, PNorm = 1539.9828, GNorm = 1.2109, lr_0 = 2.1093e-04
Loss = 6.5536e-02, PNorm = 1539.9884, GNorm = 0.5736, lr_0 = 2.1091e-04
Loss = 1.3420e-01, PNorm = 1539.9973, GNorm = 0.3900, lr_0 = 2.1089e-04
Loss = 1.7517e-01, PNorm = 1540.0092, GNorm = 1.8619, lr_0 = 2.1087e-04
Loss = 7.8155e-02, PNorm = 1540.0244, GNorm = 0.8787, lr_0 = 2.1085e-04
Loss = 1.0462e-01, PNorm = 1540.0349, GNorm = 0.7501, lr_0 = 2.1083e-04
Loss = 9.8766e-02, PNorm = 1540.0435, GNorm = 0.4247, lr_0 = 2.1082e-04
Loss = 1.5138e-01, PNorm = 1540.0519, GNorm = 0.4428, lr_0 = 2.1080e-04
Loss = 1.2099e-01, PNorm = 1540.0589, GNorm = 0.6225, lr_0 = 2.1078e-04
Loss = 1.7280e-01, PNorm = 1540.0685, GNorm = 0.6225, lr_0 = 2.1076e-04
Loss = 9.3389e-02, PNorm = 1540.0775, GNorm = 1.2359, lr_0 = 2.1074e-04
Loss = 1.3281e-01, PNorm = 1540.0866, GNorm = 0.5751, lr_0 = 2.1072e-04
Loss = 1.9330e-01, PNorm = 1540.0957, GNorm = 0.6573, lr_0 = 2.1070e-04
Loss = 1.1209e-01, PNorm = 1540.1066, GNorm = 1.1367, lr_0 = 2.1068e-04
Loss = 1.1319e-01, PNorm = 1540.1165, GNorm = 0.5289, lr_0 = 2.1066e-04
Loss = 1.2127e-01, PNorm = 1540.1240, GNorm = 0.5528, lr_0 = 2.1064e-04
Loss = 1.6357e-01, PNorm = 1540.1321, GNorm = 1.4074, lr_0 = 2.1062e-04
Loss = 9.1102e-02, PNorm = 1540.1401, GNorm = 0.8206, lr_0 = 2.1061e-04
Loss = 1.1768e-01, PNorm = 1540.1478, GNorm = 0.3700, lr_0 = 2.1059e-04
Loss = 1.3425e-01, PNorm = 1540.1561, GNorm = 0.6704, lr_0 = 2.1057e-04
Loss = 9.5247e-02, PNorm = 1540.1651, GNorm = 0.2240, lr_0 = 2.1055e-04
Loss = 1.3013e-01, PNorm = 1540.1738, GNorm = 0.6887, lr_0 = 2.1053e-04
Loss = 1.3982e-01, PNorm = 1540.1825, GNorm = 0.7091, lr_0 = 2.1051e-04
Loss = 1.1572e-01, PNorm = 1540.1887, GNorm = 0.6906, lr_0 = 2.1049e-04
Loss = 6.7454e-02, PNorm = 1540.1959, GNorm = 1.0873, lr_0 = 2.1047e-04
Loss = 8.8901e-02, PNorm = 1540.2102, GNorm = 0.9559, lr_0 = 2.1045e-04
Loss = 9.6583e-02, PNorm = 1540.2199, GNorm = 0.7717, lr_0 = 2.1043e-04
Loss = 1.2408e-01, PNorm = 1540.2272, GNorm = 1.2546, lr_0 = 2.1041e-04
Loss = 1.5458e-01, PNorm = 1540.2370, GNorm = 0.5095, lr_0 = 2.1040e-04
Loss = 7.6879e-02, PNorm = 1540.2467, GNorm = 0.4818, lr_0 = 2.1038e-04
Loss = 1.3797e-01, PNorm = 1540.2549, GNorm = 0.6811, lr_0 = 2.1036e-04
Loss = 9.1082e-02, PNorm = 1540.2617, GNorm = 0.8057, lr_0 = 2.1034e-04
Loss = 9.7173e-02, PNorm = 1540.2689, GNorm = 0.9476, lr_0 = 2.1032e-04
Loss = 7.8503e-02, PNorm = 1540.2771, GNorm = 0.8804, lr_0 = 2.1030e-04
Loss = 1.3137e-01, PNorm = 1540.2858, GNorm = 1.0802, lr_0 = 2.1028e-04
Loss = 1.4886e-01, PNorm = 1540.2986, GNorm = 0.7626, lr_0 = 2.1026e-04
Loss = 1.0981e-01, PNorm = 1540.3075, GNorm = 0.9789, lr_0 = 2.1024e-04
Loss = 9.9327e-02, PNorm = 1540.3158, GNorm = 0.3584, lr_0 = 2.1022e-04
Loss = 1.0334e-01, PNorm = 1540.3256, GNorm = 1.0785, lr_0 = 2.1021e-04
Loss = 1.2793e-01, PNorm = 1540.3384, GNorm = 0.7431, lr_0 = 2.1019e-04
Loss = 1.4111e-01, PNorm = 1540.3499, GNorm = 0.4136, lr_0 = 2.1017e-04
Loss = 6.1718e-02, PNorm = 1540.3661, GNorm = 0.5035, lr_0 = 2.1015e-04
Loss = 8.1279e-02, PNorm = 1540.3790, GNorm = 0.7859, lr_0 = 2.1013e-04
Loss = 1.3889e-01, PNorm = 1540.3896, GNorm = 1.2282, lr_0 = 2.1011e-04
Loss = 1.6089e-01, PNorm = 1540.3980, GNorm = 1.2987, lr_0 = 2.1009e-04
Loss = 9.6182e-02, PNorm = 1540.4069, GNorm = 0.3742, lr_0 = 2.1007e-04
Loss = 1.4444e-01, PNorm = 1540.4166, GNorm = 1.2739, lr_0 = 2.1005e-04
Loss = 9.8650e-02, PNorm = 1540.4332, GNorm = 0.7407, lr_0 = 2.1003e-04
Loss = 7.6259e-02, PNorm = 1540.4513, GNorm = 0.7699, lr_0 = 2.1001e-04
Loss = 1.2089e-01, PNorm = 1540.4627, GNorm = 0.8288, lr_0 = 2.1000e-04
Loss = 1.3808e-01, PNorm = 1540.4725, GNorm = 0.3652, lr_0 = 2.0998e-04
Loss = 1.4984e-01, PNorm = 1540.4830, GNorm = 0.5667, lr_0 = 2.0996e-04
Loss = 1.3399e-01, PNorm = 1540.4928, GNorm = 0.7744, lr_0 = 2.0994e-04
Loss = 1.2436e-01, PNorm = 1540.5034, GNorm = 1.4892, lr_0 = 2.0992e-04
Loss = 1.4809e-01, PNorm = 1540.5129, GNorm = 1.0964, lr_0 = 2.0990e-04
Loss = 1.1619e-01, PNorm = 1540.5236, GNorm = 1.8714, lr_0 = 2.0988e-04
Loss = 1.6172e-01, PNorm = 1540.5355, GNorm = 1.0989, lr_0 = 2.0986e-04
Loss = 9.5670e-02, PNorm = 1540.5486, GNorm = 0.3745, lr_0 = 2.0984e-04
Loss = 1.3113e-01, PNorm = 1540.5608, GNorm = 1.0726, lr_0 = 2.0982e-04
Loss = 1.0052e-01, PNorm = 1540.5728, GNorm = 0.3959, lr_0 = 2.0981e-04
Loss = 1.2038e-01, PNorm = 1540.5831, GNorm = 0.3931, lr_0 = 2.0979e-04
Loss = 1.2284e-01, PNorm = 1540.5950, GNorm = 0.3112, lr_0 = 2.0977e-04
Loss = 6.9570e-02, PNorm = 1540.6075, GNorm = 0.2772, lr_0 = 2.0975e-04
Loss = 1.2193e-01, PNorm = 1540.6165, GNorm = 0.3997, lr_0 = 2.0973e-04
Loss = 1.3960e-01, PNorm = 1540.6245, GNorm = 0.8350, lr_0 = 2.0971e-04
Loss = 1.2292e-01, PNorm = 1540.6344, GNorm = 0.7126, lr_0 = 2.0969e-04
Loss = 1.1169e-01, PNorm = 1540.6419, GNorm = 0.8041, lr_0 = 2.0967e-04
Loss = 1.6121e-01, PNorm = 1540.6497, GNorm = 1.2703, lr_0 = 2.0965e-04
Loss = 1.0162e-01, PNorm = 1540.6594, GNorm = 0.4490, lr_0 = 2.0963e-04
Loss = 1.0572e-01, PNorm = 1540.6699, GNorm = 0.3865, lr_0 = 2.0962e-04
Loss = 1.4131e-01, PNorm = 1540.6796, GNorm = 1.0326, lr_0 = 2.0960e-04
Loss = 8.8013e-02, PNorm = 1540.6886, GNorm = 0.9462, lr_0 = 2.0958e-04
Loss = 1.6956e-01, PNorm = 1540.6962, GNorm = 0.5685, lr_0 = 2.0956e-04
Loss = 9.0821e-02, PNorm = 1540.7051, GNorm = 1.4814, lr_0 = 2.0954e-04
Loss = 1.6217e-01, PNorm = 1540.7169, GNorm = 1.6469, lr_0 = 2.0952e-04
Loss = 1.0064e-01, PNorm = 1540.7276, GNorm = 0.6441, lr_0 = 2.0950e-04
Loss = 1.3894e-01, PNorm = 1540.7380, GNorm = 1.0751, lr_0 = 2.0948e-04
Loss = 1.3455e-01, PNorm = 1540.7476, GNorm = 0.5133, lr_0 = 2.0946e-04
Loss = 1.0711e-01, PNorm = 1540.7561, GNorm = 1.0501, lr_0 = 2.0944e-04
Loss = 1.1174e-01, PNorm = 1540.7670, GNorm = 0.3647, lr_0 = 2.0943e-04
Loss = 1.2000e-01, PNorm = 1540.7769, GNorm = 0.8785, lr_0 = 2.0941e-04
Loss = 8.8665e-02, PNorm = 1540.7880, GNorm = 0.3342, lr_0 = 2.0939e-04
Loss = 8.6650e-02, PNorm = 1540.7964, GNorm = 1.1716, lr_0 = 2.0937e-04
Loss = 1.1792e-01, PNorm = 1540.8046, GNorm = 1.3951, lr_0 = 2.0935e-04
Loss = 1.2419e-01, PNorm = 1540.8127, GNorm = 0.9123, lr_0 = 2.0933e-04
Loss = 1.4330e-01, PNorm = 1540.8209, GNorm = 0.7546, lr_0 = 2.0931e-04
Loss = 7.8065e-02, PNorm = 1540.8307, GNorm = 1.0525, lr_0 = 2.0929e-04
Loss = 9.6740e-02, PNorm = 1540.8394, GNorm = 0.4681, lr_0 = 2.0927e-04
Loss = 1.0280e-01, PNorm = 1540.8475, GNorm = 1.5385, lr_0 = 2.0926e-04
Loss = 1.6963e-01, PNorm = 1540.8531, GNorm = 1.4889, lr_0 = 2.0924e-04
Loss = 1.6015e-01, PNorm = 1540.8605, GNorm = 0.7048, lr_0 = 2.0922e-04
Loss = 8.3410e-02, PNorm = 1540.8720, GNorm = 0.5698, lr_0 = 2.0920e-04
Loss = 1.1172e-01, PNorm = 1540.8816, GNorm = 0.9483, lr_0 = 2.0918e-04
Loss = 1.0305e-01, PNorm = 1540.8917, GNorm = 1.4404, lr_0 = 2.0916e-04
Loss = 1.1831e-01, PNorm = 1540.8993, GNorm = 1.5674, lr_0 = 2.0914e-04
Loss = 1.0310e-01, PNorm = 1540.9055, GNorm = 1.0870, lr_0 = 2.0912e-04
Loss = 1.8711e-01, PNorm = 1540.9110, GNorm = 1.6735, lr_0 = 2.0910e-04
Loss = 8.4734e-02, PNorm = 1540.9184, GNorm = 0.5597, lr_0 = 2.0908e-04
Loss = 9.2039e-02, PNorm = 1540.9290, GNorm = 1.4797, lr_0 = 2.0907e-04
Loss = 9.2459e-02, PNorm = 1540.9372, GNorm = 0.3762, lr_0 = 2.0905e-04
Loss = 1.2848e-01, PNorm = 1540.9492, GNorm = 1.2684, lr_0 = 2.0903e-04
Loss = 1.3155e-01, PNorm = 1540.9604, GNorm = 0.8068, lr_0 = 2.0901e-04
Loss = 1.0881e-01, PNorm = 1540.9843, GNorm = 1.0522, lr_0 = 2.0899e-04
Loss = 1.2772e-01, PNorm = 1540.9992, GNorm = 0.2951, lr_0 = 2.0897e-04
Loss = 1.4722e-01, PNorm = 1541.0089, GNorm = 0.3287, lr_0 = 2.0895e-04
Loss = 1.0223e-01, PNorm = 1541.0184, GNorm = 0.5704, lr_0 = 2.0893e-04
Loss = 1.1579e-01, PNorm = 1541.0279, GNorm = 2.0000, lr_0 = 2.0891e-04
Loss = 9.2827e-02, PNorm = 1541.0358, GNorm = 1.2692, lr_0 = 2.0890e-04
Loss = 1.4177e-01, PNorm = 1541.0426, GNorm = 0.2135, lr_0 = 2.0888e-04
Loss = 1.3767e-01, PNorm = 1541.0500, GNorm = 1.2521, lr_0 = 2.0886e-04
Loss = 9.9420e-02, PNorm = 1541.0606, GNorm = 0.2726, lr_0 = 2.0884e-04
Loss = 6.8238e-02, PNorm = 1541.0707, GNorm = 0.3332, lr_0 = 2.0882e-04
Loss = 1.2380e-01, PNorm = 1541.0792, GNorm = 1.9696, lr_0 = 2.0880e-04
Loss = 1.5407e-01, PNorm = 1541.0865, GNorm = 1.1376, lr_0 = 2.0878e-04
Loss = 7.2943e-02, PNorm = 1541.0943, GNorm = 0.9050, lr_0 = 2.0876e-04
Loss = 9.3172e-02, PNorm = 1541.1038, GNorm = 0.4203, lr_0 = 2.0874e-04
Loss = 1.6311e-01, PNorm = 1541.1261, GNorm = 0.9313, lr_0 = 2.0873e-04
Loss = 8.2860e-02, PNorm = 1541.1395, GNorm = 0.2641, lr_0 = 2.0871e-04
Loss = 1.1396e-01, PNorm = 1541.1494, GNorm = 0.3903, lr_0 = 2.0869e-04
Loss = 8.6456e-02, PNorm = 1541.1577, GNorm = 0.4694, lr_0 = 2.0867e-04
Loss = 1.0962e-01, PNorm = 1541.1663, GNorm = 0.8221, lr_0 = 2.0865e-04
Loss = 9.7356e-02, PNorm = 1541.1748, GNorm = 0.7283, lr_0 = 2.0863e-04
Loss = 9.1705e-02, PNorm = 1541.1808, GNorm = 0.1081, lr_0 = 2.0861e-04
Loss = 7.8375e-02, PNorm = 1541.1888, GNorm = 0.5062, lr_0 = 2.0859e-04
Loss = 1.1844e-01, PNorm = 1541.1948, GNorm = 0.5038, lr_0 = 2.0857e-04
Loss = 1.5440e-01, PNorm = 1541.2018, GNorm = 0.7806, lr_0 = 2.0856e-04
Loss = 1.0493e-01, PNorm = 1541.2098, GNorm = 0.2049, lr_0 = 2.0854e-04
Loss = 1.2532e-01, PNorm = 1541.2191, GNorm = 1.5558, lr_0 = 2.0852e-04
Loss = 1.5563e-01, PNorm = 1541.2287, GNorm = 1.0865, lr_0 = 2.0850e-04
Loss = 1.1014e-01, PNorm = 1541.2387, GNorm = 0.5185, lr_0 = 2.0848e-04
Loss = 1.0799e-01, PNorm = 1541.2476, GNorm = 0.5519, lr_0 = 2.0846e-04
Loss = 9.8841e-02, PNorm = 1541.2563, GNorm = 1.7640, lr_0 = 2.0844e-04
Loss = 1.6832e-01, PNorm = 1541.2659, GNorm = 0.4833, lr_0 = 2.0842e-04
Loss = 1.0672e-01, PNorm = 1541.2755, GNorm = 0.2361, lr_0 = 2.0840e-04
Loss = 1.1292e-01, PNorm = 1541.2823, GNorm = 0.9401, lr_0 = 2.0839e-04
Loss = 5.9002e-02, PNorm = 1541.2877, GNorm = 0.6417, lr_0 = 2.0837e-04
Loss = 1.1183e-01, PNorm = 1541.2963, GNorm = 0.8619, lr_0 = 2.0835e-04
Loss = 1.1017e-01, PNorm = 1541.3046, GNorm = 0.9844, lr_0 = 2.0833e-04
Loss = 9.2425e-02, PNorm = 1541.3113, GNorm = 0.1295, lr_0 = 2.0831e-04
Loss = 1.3379e-01, PNorm = 1541.3173, GNorm = 0.4027, lr_0 = 2.0829e-04
Loss = 1.2989e-01, PNorm = 1541.3248, GNorm = 1.0763, lr_0 = 2.0827e-04
Loss = 9.6923e-02, PNorm = 1541.3332, GNorm = 0.6683, lr_0 = 2.0825e-04
Loss = 1.2093e-01, PNorm = 1541.3424, GNorm = 1.4094, lr_0 = 2.0823e-04
Loss = 1.0673e-01, PNorm = 1541.3494, GNorm = 0.9260, lr_0 = 2.0822e-04
Loss = 1.1074e-01, PNorm = 1541.3553, GNorm = 0.1989, lr_0 = 2.0820e-04
Loss = 1.3772e-01, PNorm = 1541.3636, GNorm = 0.9024, lr_0 = 2.0818e-04
Loss = 6.9665e-02, PNorm = 1541.3718, GNorm = 0.4350, lr_0 = 2.0816e-04
Loss = 9.3980e-02, PNorm = 1541.3805, GNorm = 0.9413, lr_0 = 2.0814e-04
Loss = 1.1647e-01, PNorm = 1541.3870, GNorm = 0.8922, lr_0 = 2.0812e-04
Loss = 1.2982e-01, PNorm = 1541.3933, GNorm = 0.9964, lr_0 = 2.0810e-04
Loss = 6.4475e-02, PNorm = 1541.4022, GNorm = 0.5363, lr_0 = 2.0808e-04
Loss = 1.0117e-01, PNorm = 1541.4100, GNorm = 1.1667, lr_0 = 2.0806e-04
Loss = 1.1655e-01, PNorm = 1541.4172, GNorm = 1.1558, lr_0 = 2.0805e-04
Loss = 1.3686e-01, PNorm = 1541.4241, GNorm = 1.2614, lr_0 = 2.0803e-04
Loss = 1.4654e-01, PNorm = 1541.4320, GNorm = 0.8412, lr_0 = 2.0801e-04
Loss = 1.1190e-01, PNorm = 1541.4606, GNorm = 0.5201, lr_0 = 2.0799e-04
Loss = 1.3624e-01, PNorm = 1541.4862, GNorm = 1.7353, lr_0 = 2.0797e-04
Loss = 1.0285e-01, PNorm = 1541.5012, GNorm = 0.8073, lr_0 = 2.0795e-04
Loss = 1.7017e-01, PNorm = 1541.5159, GNorm = 0.9247, lr_0 = 2.0793e-04
Loss = 7.6201e-02, PNorm = 1541.5285, GNorm = 0.6472, lr_0 = 2.0791e-04
Loss = 8.1043e-02, PNorm = 1541.5372, GNorm = 0.2370, lr_0 = 2.0790e-04
Loss = 9.5333e-02, PNorm = 1541.5427, GNorm = 0.3520, lr_0 = 2.0788e-04
Loss = 1.4144e-01, PNorm = 1541.5469, GNorm = 0.5384, lr_0 = 2.0786e-04
Loss = 8.4941e-02, PNorm = 1541.5517, GNorm = 0.7391, lr_0 = 2.0784e-04
Loss = 1.0832e-01, PNorm = 1541.5583, GNorm = 0.3506, lr_0 = 2.0782e-04
Loss = 1.2660e-01, PNorm = 1541.5665, GNorm = 0.6384, lr_0 = 2.0780e-04
Loss = 1.5883e-01, PNorm = 1541.5730, GNorm = 1.3367, lr_0 = 2.0778e-04
Loss = 1.4595e-01, PNorm = 1541.5811, GNorm = 0.7953, lr_0 = 2.0776e-04
Loss = 9.7801e-02, PNorm = 1541.5912, GNorm = 0.3142, lr_0 = 2.0774e-04
Loss = 8.3305e-02, PNorm = 1541.5986, GNorm = 0.3355, lr_0 = 2.0773e-04
Loss = 1.1852e-01, PNorm = 1541.6052, GNorm = 0.1512, lr_0 = 2.0771e-04
Loss = 1.3698e-01, PNorm = 1541.6117, GNorm = 1.2626, lr_0 = 2.0769e-04
Loss = 1.6675e-01, PNorm = 1541.6209, GNorm = 0.5123, lr_0 = 2.0767e-04
Loss = 1.3290e-01, PNorm = 1541.6313, GNorm = 0.6983, lr_0 = 2.0765e-04
Loss = 1.2248e-01, PNorm = 1541.6418, GNorm = 1.4808, lr_0 = 2.0763e-04
Loss = 8.9553e-02, PNorm = 1541.6532, GNorm = 0.6887, lr_0 = 2.0761e-04
Loss = 1.2063e-01, PNorm = 1541.6641, GNorm = 1.0791, lr_0 = 2.0759e-04
Loss = 8.5170e-02, PNorm = 1541.6778, GNorm = 0.4014, lr_0 = 2.0758e-04
Loss = 1.1842e-01, PNorm = 1541.6881, GNorm = 0.6101, lr_0 = 2.0756e-04
Loss = 1.2053e-01, PNorm = 1541.6992, GNorm = 0.3625, lr_0 = 2.0754e-04
Loss = 6.2993e-02, PNorm = 1541.7084, GNorm = 0.6782, lr_0 = 2.0752e-04
Loss = 1.1852e-01, PNorm = 1541.7155, GNorm = 0.2448, lr_0 = 2.0750e-04
Loss = 1.0418e-01, PNorm = 1541.7231, GNorm = 0.9639, lr_0 = 2.0748e-04
Loss = 9.4901e-02, PNorm = 1541.7307, GNorm = 0.3935, lr_0 = 2.0746e-04
Loss = 1.0331e-01, PNorm = 1541.7385, GNorm = 0.4262, lr_0 = 2.0744e-04
Loss = 1.1510e-01, PNorm = 1541.7464, GNorm = 0.7688, lr_0 = 2.0742e-04
Loss = 1.1000e-01, PNorm = 1541.7531, GNorm = 0.4706, lr_0 = 2.0741e-04
Loss = 1.1561e-01, PNorm = 1541.7584, GNorm = 0.4506, lr_0 = 2.0739e-04
Loss = 1.5876e-01, PNorm = 1541.7639, GNorm = 0.8297, lr_0 = 2.0737e-04
Loss = 1.1609e-01, PNorm = 1541.7705, GNorm = 0.8212, lr_0 = 2.0735e-04
Loss = 1.3747e-01, PNorm = 1541.7795, GNorm = 1.0279, lr_0 = 2.0733e-04
Loss = 8.4302e-02, PNorm = 1541.7880, GNorm = 0.5260, lr_0 = 2.0731e-04
Loss = 9.6516e-02, PNorm = 1541.7949, GNorm = 1.0564, lr_0 = 2.0729e-04
Loss = 8.4591e-02, PNorm = 1541.8034, GNorm = 1.4520, lr_0 = 2.0727e-04
Loss = 1.0036e-01, PNorm = 1541.8128, GNorm = 0.2616, lr_0 = 2.0726e-04
Loss = 1.2580e-01, PNorm = 1541.8201, GNorm = 0.7211, lr_0 = 2.0724e-04
Loss = 1.2600e-01, PNorm = 1541.8268, GNorm = 0.5057, lr_0 = 2.0722e-04
Loss = 1.4270e-01, PNorm = 1541.8327, GNorm = 0.7847, lr_0 = 2.0720e-04
Loss = 1.4937e-01, PNorm = 1541.8397, GNorm = 1.6931, lr_0 = 2.0718e-04
Loss = 1.3419e-01, PNorm = 1541.8486, GNorm = 1.3684, lr_0 = 2.0716e-04
Loss = 8.4675e-02, PNorm = 1541.8565, GNorm = 0.1710, lr_0 = 2.0714e-04
Loss = 7.5765e-02, PNorm = 1541.8623, GNorm = 0.5222, lr_0 = 2.0712e-04
Loss = 1.2845e-01, PNorm = 1541.8682, GNorm = 2.2448, lr_0 = 2.0711e-04
Loss = 1.2763e-01, PNorm = 1541.8749, GNorm = 1.0283, lr_0 = 2.0709e-04
Loss = 1.5054e-01, PNorm = 1541.8813, GNorm = 1.7165, lr_0 = 2.0707e-04
Loss = 9.2577e-02, PNorm = 1541.8885, GNorm = 0.6195, lr_0 = 2.0705e-04
Loss = 1.3984e-01, PNorm = 1541.8948, GNorm = 0.7144, lr_0 = 2.0703e-04
Loss = 1.2306e-01, PNorm = 1541.9033, GNorm = 0.8788, lr_0 = 2.0701e-04
Loss = 6.6835e-02, PNorm = 1541.9253, GNorm = 0.7528, lr_0 = 2.0699e-04
Loss = 1.4501e-01, PNorm = 1541.9383, GNorm = 0.4705, lr_0 = 2.0697e-04
Loss = 1.0011e-01, PNorm = 1541.9473, GNorm = 1.3537, lr_0 = 2.0696e-04
Loss = 1.0304e-01, PNorm = 1541.9554, GNorm = 1.2484, lr_0 = 2.0694e-04
Loss = 1.3883e-01, PNorm = 1541.9622, GNorm = 1.2192, lr_0 = 2.0692e-04
Loss = 1.2903e-01, PNorm = 1541.9705, GNorm = 1.3803, lr_0 = 2.0690e-04
Loss = 1.0819e-01, PNorm = 1541.9772, GNorm = 0.5964, lr_0 = 2.0688e-04
Loss = 1.0163e-01, PNorm = 1541.9851, GNorm = 0.8499, lr_0 = 2.0686e-04
Loss = 9.6736e-02, PNorm = 1541.9924, GNorm = 0.2453, lr_0 = 2.0684e-04
Loss = 8.8922e-02, PNorm = 1542.0000, GNorm = 1.3474, lr_0 = 2.0682e-04
Loss = 8.3707e-02, PNorm = 1542.0067, GNorm = 1.9347, lr_0 = 2.0681e-04
Loss = 1.2364e-01, PNorm = 1542.0157, GNorm = 0.7175, lr_0 = 2.0679e-04
Loss = 5.8772e-02, PNorm = 1542.0247, GNorm = 0.4608, lr_0 = 2.0677e-04
Loss = 1.4508e-01, PNorm = 1542.0333, GNorm = 0.8364, lr_0 = 2.0675e-04
Loss = 1.4146e-01, PNorm = 1542.0406, GNorm = 1.3267, lr_0 = 2.0673e-04
Loss = 1.2274e-01, PNorm = 1542.0521, GNorm = 0.7683, lr_0 = 2.0671e-04
Loss = 1.0567e-01, PNorm = 1542.0614, GNorm = 0.8244, lr_0 = 2.0669e-04
Loss = 1.5460e-01, PNorm = 1542.0708, GNorm = 0.9728, lr_0 = 2.0667e-04
Loss = 9.6836e-02, PNorm = 1542.0794, GNorm = 0.8849, lr_0 = 2.0666e-04
Loss = 6.8189e-02, PNorm = 1542.0874, GNorm = 0.7108, lr_0 = 2.0664e-04
Loss = 6.3145e-02, PNorm = 1542.0954, GNorm = 0.2954, lr_0 = 2.0662e-04
Loss = 1.8201e-01, PNorm = 1542.1014, GNorm = 1.3314, lr_0 = 2.0660e-04
Loss = 1.3857e-01, PNorm = 1542.1098, GNorm = 1.3489, lr_0 = 2.0658e-04
Loss = 1.3961e-01, PNorm = 1542.1248, GNorm = 1.1255, lr_0 = 2.0656e-04
Loss = 1.1139e-01, PNorm = 1542.1348, GNorm = 1.5038, lr_0 = 2.0654e-04
Loss = 9.6828e-02, PNorm = 1542.1433, GNorm = 0.7297, lr_0 = 2.0652e-04
Loss = 9.4877e-02, PNorm = 1542.1499, GNorm = 0.5455, lr_0 = 2.0651e-04
Loss = 9.3892e-02, PNorm = 1542.1582, GNorm = 0.1716, lr_0 = 2.0649e-04
Loss = 1.2993e-01, PNorm = 1542.1643, GNorm = 0.6263, lr_0 = 2.0647e-04
Loss = 8.9567e-02, PNorm = 1542.1689, GNorm = 0.5524, lr_0 = 2.0645e-04
Loss = 8.7030e-02, PNorm = 1542.1743, GNorm = 0.1148, lr_0 = 2.0643e-04
Loss = 1.5937e-01, PNorm = 1542.1816, GNorm = 0.8537, lr_0 = 2.0641e-04
Loss = 1.3541e-01, PNorm = 1542.1911, GNorm = 0.3278, lr_0 = 2.0639e-04
Loss = 8.2774e-02, PNorm = 1542.1993, GNorm = 0.1674, lr_0 = 2.0638e-04
Loss = 1.6580e-01, PNorm = 1542.2065, GNorm = 0.4854, lr_0 = 2.0636e-04
Loss = 9.2183e-02, PNorm = 1542.2141, GNorm = 0.5015, lr_0 = 2.0634e-04
Loss = 1.3899e-01, PNorm = 1542.2231, GNorm = 0.6695, lr_0 = 2.0632e-04
Loss = 1.4219e-01, PNorm = 1542.2341, GNorm = 1.9880, lr_0 = 2.0630e-04
Loss = 9.4859e-02, PNorm = 1542.2436, GNorm = 0.3190, lr_0 = 2.0628e-04
Loss = 1.0191e-01, PNorm = 1542.2526, GNorm = 0.4097, lr_0 = 2.0626e-04
Loss = 8.8694e-02, PNorm = 1542.2633, GNorm = 0.6505, lr_0 = 2.0624e-04
Loss = 1.1157e-01, PNorm = 1542.2749, GNorm = 0.4724, lr_0 = 2.0623e-04
Loss = 1.4564e-01, PNorm = 1542.2843, GNorm = 1.0993, lr_0 = 2.0621e-04
Loss = 8.4704e-02, PNorm = 1542.2949, GNorm = 1.0610, lr_0 = 2.0619e-04
Loss = 1.2674e-01, PNorm = 1542.3110, GNorm = 0.2954, lr_0 = 2.0617e-04
Loss = 7.9868e-02, PNorm = 1542.3210, GNorm = 0.3339, lr_0 = 2.0615e-04
Loss = 1.4882e-01, PNorm = 1542.3305, GNorm = 0.6479, lr_0 = 2.0613e-04
Loss = 1.2140e-01, PNorm = 1542.3382, GNorm = 1.1048, lr_0 = 2.0611e-04
Loss = 1.5487e-01, PNorm = 1542.3488, GNorm = 0.3074, lr_0 = 2.0610e-04
Loss = 1.0356e-01, PNorm = 1542.3603, GNorm = 2.3296, lr_0 = 2.0608e-04
Loss = 1.1472e-01, PNorm = 1542.3702, GNorm = 0.6290, lr_0 = 2.0606e-04
Loss = 1.2334e-01, PNorm = 1542.3831, GNorm = 0.6213, lr_0 = 2.0604e-04
Loss = 1.3760e-01, PNorm = 1542.3983, GNorm = 1.1243, lr_0 = 2.0602e-04
Loss = 1.3264e-01, PNorm = 1542.4101, GNorm = 0.9525, lr_0 = 2.0600e-04
Loss = 1.1065e-01, PNorm = 1542.4238, GNorm = 0.8919, lr_0 = 2.0598e-04
Loss = 1.3602e-01, PNorm = 1542.4337, GNorm = 1.1922, lr_0 = 2.0596e-04
Loss = 1.2226e-01, PNorm = 1542.4415, GNorm = 0.9969, lr_0 = 2.0595e-04
Loss = 1.1324e-01, PNorm = 1542.4523, GNorm = 0.5288, lr_0 = 2.0593e-04
